inventory_id,product_name,quantity,warehouse,last_updated,inventory_cost_per_unit,product_department,product_category
57bbe7ae-3f10-40b9-822c-f9ec5faf7704,Apple AirPods Max,61,Dynamic Distributors,2021-06-17,65.65,Electronics,Headphones
27f43327-78d8-4374-ba8e-d9dbb5f57aa8,Lumineux Teeth Whitening Strips,12,Worldwide Imports,2021-07-20,377.11,Health & Household,Teeth Whitening
7ab6b3d3-260c-4775-971c-256e1ff8013e,KitchenAid 5-Quart Tilt Head Stand Mixer,264,Elite Retailers,2023-08-08,448.34,Kitchen & Dining,Stand Mixers
559d4572-d099-4bd5-8102-852fce2140bd,Hero Cosmetics Mighty Patch Original,98,Dynamic Distributors,2021-12-28,19.03,Beauty & Personal Care,Acne Treatments
236f040a-d61d-42f9-9fcd-85a045c3b647,Dyson V15 Detect Plus Cordless Vacuum,395,Elite Retailers,2020-03-04,112.39,Home & Kitchen,Cordless Vacuums
2b5f95df-08db-4588-a235-b469b2fe4104,iRobot Roomba 692 Robot Vacuum,283,Supreme Goods Inc.,2022-09-15,490.46,Home & Kitchen,Robot Vacuums
826a2bd5-2201-4475-a9d0-fffcd18c4cee,Owala 40-ounce FreeSip Insulated Stainless Steel Water Bottle,473,Prime Warehouse Solutions,2025-11-12,297.31,Health & Household,Water Bottles
30c4fbac-e4d8-4abc-ba0c-b7aafa7fd438,Sol De Janeiro Hair & Body Fragrance Mist,290,Worldwide Imports,2020-03-05,246.09,Beauty & Personal Care,Body Mists
287ab2f2-431c-479e-9f5d-89e3010ce451,Zulay Powerful Milk Frother,66,Tech Innovations Ltd.,2025-04-03,75.69,Kitchen & Dining,Milk Frothers
46151bab-d274-4cf0-9d6e-b1790f27707d,Le Creuset Stoneware Mugs,226,Dynamic Distributors,2024-07-28,80.19,Kitchen & Dining,Mugs
46151bab-d274-4cf0-9d6e-b1790f27707d,Le Creuset Stoneware Mugs,461,ABC Electronics,2020-02-22,30.7,Kitchen & Dining,Mugs
287ab2f2-431c-479e-9f5d-89e3010ce451,Zulay Powerful Milk Frother,301,ABC Electronics,2021-04-05,140.73,Kitchen & Dining,Milk Frothers
181afb82-426a-4a67-919e-582dc9e517cf,Bissell Little Green Multi-Purpose Portable Carpet and Upholstery Cleaner,482,Worldwide Imports,2025-02-20,114.83,Home & Kitchen,Carpet Cleaners
9a6ff0e9-7de5-4643-b0d0-53f9b947e2b8,Breville Barista Express Espresso Machine,382,Elite Retailers,2024-01-01,439.37,Kitchen & Dining,Espresso Machines
d9960380-255e-41de-a4c4-62d9780c3090,Chom Chom Roller Pet Hair Remover,415,Express Shipping Corp.,2021-03-10,239.54,Pet Supplies,Pet Hair Removers
236f040a-d61d-42f9-9fcd-85a045c3b647,Dyson V15 Detect Plus Cordless Vacuum,76,Prime Warehouse Solutions,2023-09-28,155.13,Home & Kitchen,Cordless Vacuums
826a2bd5-2201-4475-a9d0-fffcd18c4cee,Owala 40-ounce FreeSip Insulated Stainless Steel Water Bottle,82,Tech Innovations Ltd.,2024-01-28,219.0,Health & Household,Water Bottles
2b5f95df-08db-4588-a235-b469b2fe4104,iRobot Roomba 692 Robot Vacuum,426,Express Shipping Corp.,2022-01-02,336.76,Home & Kitchen,Robot Vacuums
287ab2f2-431c-479e-9f5d-89e3010ce451,Zulay Powerful Milk Frother,444,Tech Innovations Ltd.,2020-12-12,164.53,Kitchen & Dining,Milk Frothers
144142a8-235a-4ac6-b2c5-edd73fac87d2,Beckham Hotel Collection Bed Pillows,18,Prime Warehouse Solutions,2024-11-18,218.97,Home & Kitchen,Bed Pillows
7ab6b3d3-260c-4775-971c-256e1ff8013e,KitchenAid 5-Quart Tilt Head Stand Mixer,165,NextGen Logistics,2021-03-16,88.34,Kitchen & Dining,Stand Mixers
27f43327-78d8-4374-ba8e-d9dbb5f57aa8,Lumineux Teeth Whitening Strips,442,ABC Electronics,2023-12-11,216.81,Health & Household,Teeth Whitening
826a2bd5-2201-4475-a9d0-fffcd18c4cee,Owala 40-ounce FreeSip Insulated Stainless Steel Water Bottle,364,Dynamic Distributors,2022-06-09,361.83,Health & Household,Water Bottles
144142a8-235a-4ac6-b2c5-edd73fac87d2,Beckham Hotel Collection Bed Pillows,372,NextGen Logistics,2024-05-04,58.37,Home & Kitchen,Bed Pillows
1de39368-ad4a-4211-baf4-e310e1a3fa36,Mielle Rosemary Mint Growth Oil,99,Dynamic Distributors,2025-08-21,262.58,Beauty & Personal Care,Hair Oils
46151bab-d274-4cf0-9d6e-b1790f27707d,Le Creuset Stoneware Mugs,19,Global Logistics Co.,2025-11-22,312.04,Kitchen & Dining,Mugs
2b5f95df-08db-4588-a235-b469b2fe4104,iRobot Roomba 692 Robot Vacuum,426,NextGen Logistics,2020-01-21,164.68,Home & Kitchen,Robot Vacuums
9a56214f-d993-416a-8d51-253c1408ebd1,COSRX Snail Mucin 96% Power Repairing Essence,261,Prime Warehouse Solutions,2020-01-09,316.54,Beauty & Personal Care,Facial Serums
7ab6b3d3-260c-4775-971c-256e1ff8013e,KitchenAid 5-Quart Tilt Head Stand Mixer,338,Dynamic Distributors,2021-06-24,171.96,Kitchen & Dining,Stand Mixers
73691721-db11-4892-9fef-b6edcf31724e,essence Lash Princess False Lash Effect Mascara,301,Global Logistics Co.,2025-10-01,170.31,Beauty & Personal Care,Mascaras
144142a8-235a-4ac6-b2c5-edd73fac87d2,Beckham Hotel Collection Bed Pillows,374,Worldwide Imports,2021-02-06,314.8,Home & Kitchen,Bed Pillows
1bbed807-cd24-4063-bead-639f2da9e007,Apple iPad (10th Generation),12,Elite Retailers,2020-12-13,314.44,Electronics,Tablets
181afb82-426a-4a67-919e-582dc9e517cf,Bissell Little Green Multi-Purpose Portable Carpet and Upholstery Cleaner,396,Supreme Goods Inc.,2023-06-21,79.97,Home & Kitchen,Carpet Cleaners
57bbe7ae-3f10-40b9-822c-f9ec5faf7704,Apple AirPods Max,108,NextGen Logistics,2020-02-02,127.64,Electronics,Headphones
27f43327-78d8-4374-ba8e-d9dbb5f57aa8,Lumineux Teeth Whitening Strips,14,Global Logistics Co.,2023-10-01,203.02,Health & Household,Teeth Whitening
236f040a-d61d-42f9-9fcd-85a045c3b647,Dyson V15 Detect Plus Cordless Vacuum,493,Dynamic Distributors,2023-01-14,458.64,Home & Kitchen,Cordless Vacuums
559d4572-d099-4bd5-8102-852fce2140bd,Hero Cosmetics Mighty Patch Original,191,Prime Warehouse Solutions,2022-10-28,170.39,Beauty & Personal Care,Acne Treatments
1bbed807-cd24-4063-bead-639f2da9e007,Apple iPad (10th Generation),227,Worldwide Imports,2023-07-28,239.65,Electronics,Tablets
46151bab-d274-4cf0-9d6e-b1790f27707d,Le Creuset Stoneware Mugs,90,Express Shipping Corp.,2024-12-19,194.65,Kitchen & Dining,Mugs
1de39368-ad4a-4211-baf4-e310e1a3fa36,Mielle Rosemary Mint Growth Oil,279,Worldwide Imports,2021-05-25,293.53,Beauty & Personal Care,Hair Oils
2b5f95df-08db-4588-a235-b469b2fe4104,iRobot Roomba 692 Robot Vacuum,356,Worldwide Imports,2022-10-08,300.74,Home & Kitchen,Robot Vacuums
30c4fbac-e4d8-4abc-ba0c-b7aafa7fd438,Sol De Janeiro Hair & Body Fragrance Mist,403,Elite Retailers,2022-05-31,454.79,Beauty & Personal Care,Body Mists
287ab2f2-431c-479e-9f5d-89e3010ce451,Zulay Powerful Milk Frother,480,Elite Retailers,2022-10-29,52.96,Kitchen & Dining,Milk Frothers
2b5f95df-08db-4588-a235-b469b2fe4104,iRobot Roomba 692 Robot Vacuum,366,Express Shipping Corp.,2025-05-24,145.73,Home & Kitchen,Robot Vacuums
1de39368-ad4a-4211-baf4-e310e1a3fa36,Mielle Rosemary Mint Growth Oil,137,NextGen Logistics,2021-07-08,79.2,Beauty & Personal Care,Hair Oils
144142a8-235a-4ac6-b2c5-edd73fac87d2,Beckham Hotel Collection Bed Pillows,22,Elite Retailers,2020-09-01,446.44,Home & Kitchen,Bed Pillows
9a6ff0e9-7de5-4643-b0d0-53f9b947e2b8,Breville Barista Express Espresso Machine,177,Prime Warehouse Solutions,2025-11-11,301.51,Kitchen & Dining,Espresso Machines
287ab2f2-431c-479e-9f5d-89e3010ce451,Zulay Powerful Milk Frother,7,Global Logistics Co.,2024-01-17,477.36,Kitchen & Dining,Milk Frothers
236f040a-d61d-42f9-9fcd-85a045c3b647,Dyson V15 Detect Plus Cordless Vacuum,298,Global Logistics Co.,2020-02-28,81.84,Home & Kitchen,Cordless Vacuums
144142a8-235a-4ac6-b2c5-edd73fac87d2,Beckham Hotel Collection Bed Pillows,456,Prime Warehouse Solutions,2022-05-12,257.64,Home & Kitchen,Bed Pillows
7ab6b3d3-260c-4775-971c-256e1ff8013e,KitchenAid 5-Quart Tilt Head Stand Mixer,15,Dynamic Distributors,2023-01-22,433.83,Kitchen & Dining,Stand Mixers
9a56214f-d993-416a-8d51-253c1408ebd1,COSRX Snail Mucin 96% Power Repairing Essence,423,Elite Retailers,2023-07-03,449.79,Beauty & Personal Care,Facial Serums
d9960380-255e-41de-a4c4-62d9780c3090,Chom Chom Roller Pet Hair Remover,473,NextGen Logistics,2025-05-19,19.06,Pet Supplies,Pet Hair Removers
144142a8-235a-4ac6-b2c5-edd73fac87d2,Beckham Hotel Collection Bed Pillows,401,Elite Retailers,2020-07-15,466.8,Home & Kitchen,Bed Pillows
30c4fbac-e4d8-4abc-ba0c-b7aafa7fd438,Sol De Janeiro Hair & Body Fragrance Mist,319,Elite Retailers,2022-09-15,187.96,Beauty & Personal Care,Body Mists
181afb82-426a-4a67-919e-582dc9e517cf,Bissell Little Green Multi-Purpose Portable Carpet and Upholstery Cleaner,400,NextGen Logistics,2020-08-13,142.01,Home & Kitchen,Carpet Cleaners
73691721-db11-4892-9fef-b6edcf31724e,essence Lash Princess False Lash Effect Mascara,385,ABC Electronics,2021-06-24,429.69,Beauty & Personal Care,Mascaras
559d4572-d099-4bd5-8102-852fce2140bd,Hero Cosmetics Mighty Patch Original,279,Tech Innovations Ltd.,2023-10-19,476.34,Beauty & Personal Care,Acne Treatments
7ab6b3d3-260c-4775-971c-256e1ff8013e,KitchenAid 5-Quart Tilt Head Stand Mixer,231,Prime Warehouse Solutions,2025-02-12,302.55,Kitchen & Dining,Stand Mixers
d9960380-255e-41de-a4c4-62d9780c3090,Chom Chom Roller Pet Hair Remover,7,Tech Innovations Ltd.,2024-03-26,76.76,Pet Supplies,Pet Hair Removers
559d4572-d099-4bd5-8102-852fce2140bd,Hero Cosmetics Mighty Patch Original,380,Prime Warehouse Solutions,2021-05-05,382.77,Beauty & Personal Care,Acne Treatments
9a56214f-d993-416a-8d51-253c1408ebd1,COSRX Snail Mucin 96% Power Repairing Essence,262,Dynamic Distributors,2025-09-09,299.48,Beauty & Personal Care,Facial Serums
27f43327-78d8-4374-ba8e-d9dbb5f57aa8,Lumineux Teeth Whitening Strips,88,Elite Retailers,2022-02-28,91.81,Health & Household,Teeth Whitening
9a6ff0e9-7de5-4643-b0d0-53f9b947e2b8,Breville Barista Express Espresso Machine,38,Elite Retailers,2021-09-16,122.85,Kitchen & Dining,Espresso Machines
5434b038-f7c4-4bf0-8cd9-ccd717a0de63,Beast Mini Blender Plus,93,Global Logistics Co.,2024-11-13,456.75,Kitchen & Dining,Blenders
144142a8-235a-4ac6-b2c5-edd73fac87d2,Beckham Hotel Collection Bed Pillows,134,Prime Warehouse Solutions,2025-06-14,12.81,Home & Kitchen,Bed Pillows
1bbed807-cd24-4063-bead-639f2da9e007,Apple iPad (10th Generation),487,Prime Warehouse Solutions,2023-07-11,426.49,Electronics,Tablets
1bbed807-cd24-4063-bead-639f2da9e007,Apple iPad (10th Generation),92,NextGen Logistics,2022-03-01,336.06,Electronics,Tablets
7ab6b3d3-260c-4775-971c-256e1ff8013e,KitchenAid 5-Quart Tilt Head Stand Mixer,454,Supreme Goods Inc.,2024-11-16,294.31,Kitchen & Dining,Stand Mixers
73691721-db11-4892-9fef-b6edcf31724e,essence Lash Princess False Lash Effect Mascara,383,Worldwide Imports,2025-03-12,210.39,Beauty & Personal Care,Mascaras
9a56214f-d993-416a-8d51-253c1408ebd1,COSRX Snail Mucin 96% Power Repairing Essence,105,Tech Innovations Ltd.,2022-03-02,23.51,Beauty & Personal Care,Facial Serums
57bbe7ae-3f10-40b9-822c-f9ec5faf7704,Apple AirPods Max,169,Elite Retailers,2022-12-01,312.49,Electronics,Headphones
287ab2f2-431c-479e-9f5d-89e3010ce451,Zulay Powerful Milk Frother,367,ABC Electronics,2024-07-14,425.1,Kitchen & Dining,Milk Frothers
30c4fbac-e4d8-4abc-ba0c-b7aafa7fd438,Sol De Janeiro Hair & Body Fragrance Mist,477,Elite Retailers,2024-10-23,305.12,Beauty & Personal Care,Body Mists
57bbe7ae-3f10-40b9-822c-f9ec5faf7704,Apple AirPods Max,18,Global Logistics Co.,2020-12-22,180.89,Electronics,Headphones
7ab6b3d3-260c-4775-971c-256e1ff8013e,KitchenAid 5-Quart Tilt Head Stand Mixer,152,Global Logistics Co.,2021-02-09,93.42,Kitchen & Dining,Stand Mixers
d9960380-255e-41de-a4c4-62d9780c3090,Chom Chom Roller Pet Hair Remover,158,Global Logistics Co.,2020-11-06,90.48,Pet Supplies,Pet Hair Removers
30c4fbac-e4d8-4abc-ba0c-b7aafa7fd438,Sol De Janeiro Hair & Body Fragrance Mist,191,Tech Innovations Ltd.,2021-10-06,224.28,Beauty & Personal Care,Body Mists
5434b038-f7c4-4bf0-8cd9-ccd717a0de63,Beast Mini Blender Plus,132,ABC Electronics,2024-10-26,416.15,Kitchen & Dining,Blenders
826a2bd5-2201-4475-a9d0-fffcd18c4cee,Owala 40-ounce FreeSip Insulated Stainless Steel Water Bottle,116,Dynamic Distributors,2021-08-24,417.18,Health & Household,Water Bottles
27f43327-78d8-4374-ba8e-d9dbb5f57aa8,Lumineux Teeth Whitening Strips,369,NextGen Logistics,2022-01-10,353.7,Health & Household,Teeth Whitening
1de39368-ad4a-4211-baf4-e310e1a3fa36,Mielle Rosemary Mint Growth Oil,395,Supreme Goods Inc.,2024-07-22,327.55,Beauty & Personal Care,Hair Oils
f64f0420-0bd6-48a2-a1e2-ee6b95104c81,MEATER Plus Long Range Wireless Smart Meat Thermometer,88,Prime Warehouse Solutions,2024-11-30,468.03,Kitchen & Dining,Meat Thermometers
46151bab-d274-4cf0-9d6e-b1790f27707d,Le Creuset Stoneware Mugs,271,NextGen Logistics,2021-11-21,225.42,Kitchen & Dining,Mugs
236f040a-d61d-42f9-9fcd-85a045c3b647,Dyson V15 Detect Plus Cordless Vacuum,456,ABC Electronics,2021-10-30,210.43,Home & Kitchen,Cordless Vacuums
144142a8-235a-4ac6-b2c5-edd73fac87d2,Beckham Hotel Collection Bed Pillows,228,Supreme Goods Inc.,2025-09-21,390.2,Home & Kitchen,Bed Pillows
144142a8-235a-4ac6-b2c5-edd73fac87d2,Beckham Hotel Collection Bed Pillows,232,Prime Warehouse Solutions,2025-06-05,37.56,Home & Kitchen,Bed Pillows
f64f0420-0bd6-48a2-a1e2-ee6b95104c81,MEATER Plus Long Range Wireless Smart Meat Thermometer,45,Express Shipping Corp.,2023-06-28,65.99,Kitchen & Dining,Meat Thermometers
46151bab-d274-4cf0-9d6e-b1790f27707d,Le Creuset Stoneware Mugs,237,ABC Electronics,2024-09-29,438.88,Kitchen & Dining,Mugs
559d4572-d099-4bd5-8102-852fce2140bd,Hero Cosmetics Mighty Patch Original,271,NextGen Logistics,2025-07-01,75.07,Beauty & Personal Care,Acne Treatments
5434b038-f7c4-4bf0-8cd9-ccd717a0de63,Beast Mini Blender Plus,135,Supreme Goods Inc.,2020-10-10,366.29,Kitchen & Dining,Blenders
559d4572-d099-4bd5-8102-852fce2140bd,Hero Cosmetics Mighty Patch Original,221,Supreme Goods Inc.,2020-05-03,468.45,Beauty & Personal Care,Acne Treatments
287ab2f2-431c-479e-9f5d-89e3010ce451,Zulay Powerful Milk Frother,154,Tech Innovations Ltd.,2021-06-16,497.98,Kitchen & Dining,Milk Frothers
236f040a-d61d-42f9-9fcd-85a045c3b647,Dyson V15 Detect Plus Cordless Vacuum,241,Prime Warehouse Solutions,2023-10-19,244.0,Home & Kitchen,Cordless Vacuums
2b5f95df-08db-4588-a235-b469b2fe4104,iRobot Roomba 692 Robot Vacuum,457,Express Shipping Corp.,2024-01-16,288.54,Home & Kitchen,Robot Vacuums
7ab6b3d3-260c-4775-971c-256e1ff8013e,KitchenAid 5-Quart Tilt Head Stand Mixer,440,ABC Electronics,2020-10-29,201.43,Kitchen & Dining,Stand Mixers
27f43327-78d8-4374-ba8e-d9dbb5f57aa8,Lumineux Teeth Whitening Strips,1,Global Logistics Co.,2020-01-13,82.2,Health & Household,Teeth Whitening
27f43327-78d8-4374-ba8e-d9dbb5f57aa8,Lumineux Teeth Whitening Strips,38,NextGen Logistics,2020-06-04,33.12,Health & Household,Teeth Whitening
f64f0420-0bd6-48a2-a1e2-ee6b95104c81,MEATER Plus Long Range Wireless Smart Meat Thermometer,59,Tech Innovations Ltd.,2020-11-28,97.27,Kitchen & Dining,Meat Thermometers
236f040a-d61d-42f9-9fcd-85a045c3b647,Dyson V15 Detect Plus Cordless Vacuum,83,Global Logistics Co.,2024-07-23,434.11,Home & Kitchen,Cordless Vacuums
559d4572-d099-4bd5-8102-852fce2140bd,Hero Cosmetics Mighty Patch Original,290,Elite Retailers,2021-03-25,193.55,Beauty & Personal Care,Acne Treatments
5434b038-f7c4-4bf0-8cd9-ccd717a0de63,Beast Mini Blender Plus,487,Elite Retailers,2021-09-10,298.82,Kitchen & Dining,Blenders
9a6ff0e9-7de5-4643-b0d0-53f9b947e2b8,Breville Barista Express Espresso Machine,483,ABC Electronics,2023-02-17,394.26,Kitchen & Dining,Espresso Machines
57bbe7ae-3f10-40b9-822c-f9ec5faf7704,Apple AirPods Max,455,Dynamic Distributors,2024-07-21,95.08,Electronics,Headphones
287ab2f2-431c-479e-9f5d-89e3010ce451,Zulay Powerful Milk Frother,118,Worldwide Imports,2021-03-24,182.76,Kitchen & Dining,Milk Frothers
826a2bd5-2201-4475-a9d0-fffcd18c4cee,Owala 40-ounce FreeSip Insulated Stainless Steel Water Bottle,64,Global Logistics Co.,2022-06-21,364.65,Health & Household,Water Bottles
287ab2f2-431c-479e-9f5d-89e3010ce451,Zulay Powerful Milk Frother,109,Elite Retailers,2025-01-08,402.23,Kitchen & Dining,Milk Frothers
181afb82-426a-4a67-919e-582dc9e517cf,Bissell Little Green Multi-Purpose Portable Carpet and Upholstery Cleaner,435,Express Shipping Corp.,2021-10-21,447.25,Home & Kitchen,Carpet Cleaners
30c4fbac-e4d8-4abc-ba0c-b7aafa7fd438,Sol De Janeiro Hair & Body Fragrance Mist,144,NextGen Logistics,2021-09-22,252.38,Beauty & Personal Care,Body Mists
d9960380-255e-41de-a4c4-62d9780c3090,Chom Chom Roller Pet Hair Remover,9,Elite Retailers,2023-04-28,405.16,Pet Supplies,Pet Hair Removers
1bbed807-cd24-4063-bead-639f2da9e007,Apple iPad (10th Generation),414,Express Shipping Corp.,2023-03-03,265.03,Electronics,Tablets
1de39368-ad4a-4211-baf4-e310e1a3fa36,Mielle Rosemary Mint Growth Oil,78,Supreme Goods Inc.,2020-05-12,215.72,Beauty & Personal Care,Hair Oils
7ab6b3d3-260c-4775-971c-256e1ff8013e,KitchenAid 5-Quart Tilt Head Stand Mixer,498,NextGen Logistics,2023-01-22,461.03,Kitchen & Dining,Stand Mixers
181afb82-426a-4a67-919e-582dc9e517cf,Bissell Little Green Multi-Purpose Portable Carpet and Upholstery Cleaner,436,Tech Innovations Ltd.,2023-01-24,386.63,Home & Kitchen,Carpet Cleaners
236f040a-d61d-42f9-9fcd-85a045c3b647,Dyson V15 Detect Plus Cordless Vacuum,72,NextGen Logistics,2023-09-13,117.65,Home & Kitchen,Cordless Vacuums
1bbed807-cd24-4063-bead-639f2da9e007,Apple iPad (10th Generation),6,Prime Warehouse Solutions,2021-03-15,181.86,Electronics,Tablets
46151bab-d274-4cf0-9d6e-b1790f27707d,Le Creuset Stoneware Mugs,351,Supreme Goods Inc.,2021-01-15,262.53,Kitchen & Dining,Mugs
287ab2f2-431c-479e-9f5d-89e3010ce451,Zulay Powerful Milk Frother,489,NextGen Logistics,2021-12-25,465.58,Kitchen & Dining,Milk Frothers
9a6ff0e9-7de5-4643-b0d0-53f9b947e2b8,Breville Barista Express Espresso Machine,26,Worldwide Imports,2021-06-23,47.32,Kitchen & Dining,Espresso Machines
287ab2f2-431c-479e-9f5d-89e3010ce451,Zulay Powerful Milk Frother,203,Prime Warehouse Solutions,2022-04-20,172.07,Kitchen & Dining,Milk Frothers
27f43327-78d8-4374-ba8e-d9dbb5f57aa8,Lumineux Teeth Whitening Strips,163,NextGen Logistics,2021-04-08,122.44,Health & Household,Teeth Whitening
